type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_page_9465008123	9465008123_10155590745803124	https://www.facebook.com/9465008123/posts/10155590745803124	"We’re extending our free shipping cutoff! Check off every gift on your list this year with free shipping on all purchases made today."					2017-12-17T18:20:24+0000	1513534824	"2017-12-17 19:20:24"	1125	635	1241	140	2016	607	253	354	513	0	1116	64	29	9	1	13	0
photo	post_page_9465008123	9465008123_10155587845223124	https://www.facebook.com/9465008123/posts/10155587845223124	"The DJI Mavic Pro takes your holiday pictures to a whole new level...literally! Check this and other Gadgets and Gizmos out in the Electronics Gift Guide: http://amzn.to/2AA5Cbv"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/25398916_10155587845223124_7100023722719294721_n.jpg?oh=f857a682f143f753981e8b79d8c4f939&oe=5AB4634B	https://scontent.xx.fbcdn.net/v/t31.0-8/p720x720/25395079_10155587845223124_7100023722719294721_o.jpg?oh=dced9f349cec303deb3f8f4f9ef412d7&oe=5ACF82B8	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155587845223124/?type=3	facebook.com	2017-12-16T17:00:00+0000	1513443600	"2017-12-16 18:00:00"	341	170	367	31	568	150	65	85	45	0	340	11	7	2	0	3	0
link	post_page_9465008123	9465008123_10155587518113124	https://www.facebook.com/9465008123/posts/10155587518113124	"Need some help with holiday prep? Find out how Prime makes it fun and easy."	https://external.xx.fbcdn.net/safe_image.php?d=AQAq2ICr-AHC6Sl3&w=130&h=130&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F674%2Fhol_read_fb_1200x627-a5ad3bde-d1bb-45f2-9f63-b6e0daf187d3-405013899.jpg&cfs=1&_nc_hash=AQBUaoTQbj9rqQOu	https://external.xx.fbcdn.net/safe_image.php?d=AQC_8OjuCxwDFvwX&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F674%2Fhol_read_fb_1200x627-a5ad3bde-d1bb-45f2-9f63-b6e0daf187d3-405013899.jpg&_nc_hash=AQCRCD51zNlyQZh8	http://amzn.to/2yFfVJx	amzn.to	2017-12-16T15:00:00+0000	1513436400	"2017-12-16 16:00:00"	148	184	160	17	361	164	46	118	43	0	148	5	2	1	0	1	0
status	post_page_9465008123	9465008123_10155586315703124	https://www.facebook.com/9465008123/posts/10155586315703124	"More time to shop! Amazon’s free shipping deadline extended to December 16th. Plus  Prime members can shop with free two-day  one-day and same-day even later. Learn more at http://amzn.to/2Bua1jD"					2017-12-16T03:00:00+0000	1513393200	"2017-12-16 04:00:00"	647	765	728	77	1570	719	266	453	511	0	645	39	7	7	1	22	0
link	post_page_9465008123	9465008123_10155585989163124	https://www.facebook.com/9465008123/posts/10155585989163124	"Prime Video s most-watched list for November includes shows and movies with big stars — perfect for those chilly nights you want to stay in and vege out."	https://external.xx.fbcdn.net/safe_image.php?d=AQBSnA5J_dftFDFP&w=130&h=130&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F674%2Fmw_nov_fb_1200x627-993f9892-d6e7-4b0c-88b1-5c6ab2274b28-1228677821.png&cfs=1&sx=0&sy=0&sw=627&sh=627&_nc_hash=AQA4qypgcSMb5gYt	https://external.xx.fbcdn.net/safe_image.php?url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F674%2Fmw_nov_fb_1200x627-993f9892-d6e7-4b0c-88b1-5c6ab2274b28-1228677821.png&_nc_hash=AQDFUlbuv8SLWbjA	http://amzn.to/2yFfor1	amzn.to	2017-12-15T23:45:00+0000	1513381500	"2017-12-16 00:45:00"	268	70	293	33	396	61	29	32	19	0	266	19	1	2	0	0	0
video	post_page_9465008123	9465008123_10155585820463124	https://www.facebook.com/9465008123/posts/10155585820463124	"There’s still time to get gifts delivered for the holiday! Order today on Amazon  and we’ll get all your items delivered by December 25th.  Give a Little Bit  written by Roger Hodgson and Richard Davies"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24279895_10155585821888124_575012167208665088_n.jpg?oh=b691149d1aba83e54a7f62f8a57ce351&oe=5ACBAD46	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/24279895_10155585821888124_575012167208665088_n.jpg?oh=fd97c368bf8c2d09735142402eb2824e&oe=5ABF7564	https://www.facebook.com/Amazon/videos/10155585820463124/	facebook.com	2017-12-15T22:30:48+0000	1513377048	"2017-12-15 23:30:48"	125	145	147	13	305	131	56	75	19	0	124	10	2	6	0	2	0
photo	post_page_9465008123	9465008123_10155585734958124	https://www.facebook.com/9465008123/posts/10155585734958124	"Know someone with a furry friend who loves to make messes? From dirty paw prints to little accidents  the Bissell Pet Stain Eraser can tackle it all! Check out other Gadgets and Gizmos in the Electronics Gift Guide: http://amzn.to/2BvzLMy"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/25299085_10155585734958124_1401267002803249395_n.jpg?oh=7f38054398929bac5e16a381cf20e86e&oe=5ABD90DD	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25358611_10155585734958124_1401267002803249395_o.jpg?oh=1c42205253029f2244b826aa47b8f0b5&oe=5AB8C5DF	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155585734958124/?type=3	facebook.com	2017-12-15T22:00:00+0000	1513375200	"2017-12-15 23:00:00"	343	62	371	49	482	55	43	12	12	0	343	17	7	1	0	0	0
photo	post_page_9465008123	9465008123_10155585414938124	https://www.facebook.com/9465008123/posts/10155585414938124	"Last day for FREE Shipping on eligible orders over $25 or join Prime to get Free Two-Day Shipping! Hurry to get items before Dec 25. http://amzn.to/2nvfeCa"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/25348306_10155585414938124_1940593147509168915_n.png?oh=602ef6d103f8cda30b758dbd1a89c08e&oe=5AC31A80	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25351968_10155585414938124_1940593147509168915_o.png?oh=d98be4e51db2873bd85e33705812929c&oe=5AC632F3	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155585414938124/?type=3	facebook.com	2017-12-15T20:30:00+0000	1513369800	"2017-12-15 21:30:00"	211	137	242	21	400	123	48	75	36	0	210	19	6	3	0	0	0
video	post_page_9465008123	9465008123_10155585280098124	https://www.facebook.com/9465008123/posts/10155585280098124	"When you re self-employed  you get to lounge by the pool all day  right? Kirt Moritz learned that the journey is more difficult--and much more rewarding--than he ever imagined. Become an entrepreneur on Amazon: http://amzn.to/stories"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24508132_10155585281413124_8702569082840416256_n.jpg?oh=80ffe19c4f8178c9f79b589c32b93015&oe=5AB3E95E	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/24508132_10155585281413124_8702569082840416256_n.jpg?oh=f766098780c08d5856177de00f8948f6&oe=5ABAA2AC	https://www.facebook.com/Amazon/videos/10155585280098124/	facebook.com	2017-12-15T19:20:15+0000	1513365615	"2017-12-15 20:20:15"	93	33	97	4	134	30	7	23	6	0	93	3	1	0	0	0	0
video	post_page_9465008123	9465008123_10155585071268124	https://www.facebook.com/9465008123/posts/10155585071268124	"Today’s #SeasonOfSmiles story from PAWS Philadelphia Animal Welfare Society warms our hearts! They are using Amazon Smile donations to help cats like Fletcher get the care and nutrients needed to become a happy member of a new family.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/23720802_1768017926563812_8058675832161304576_n.jpg?oh=b60a1583e5a7a2b4ec1100419ea72bea&oe=5ACE1836	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/23720802_1768017926563812_8058675832161304576_n.jpg?oh=516c02ab64ded7210ac416bac3e4ca08&oe=5AD2BC14	https://www.facebook.com/PhilaAnimalWelfareSociety/videos/1768003259898612/	facebook.com	2017-12-15T17:40:30+0000	1513359630	"2017-12-15 18:40:30"	758	60	1024	0	1084	56	38	18	16	0	756	256	4	4	0	0	0
photo	post_page_9465008123	9465008123_10155583264978124	https://www.facebook.com/9465008123/posts/10155583264978124	"The Polaroid ZIP and other photography picks are gifts they won t soon forget. Shop our guide here: http://amzn.to/2Ao8zeX"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/25299554_10155583264978124_4372100586274343736_n.jpg?oh=f59fea58266bf705d18c3245c7b11d6d&oe=5ACBF4E1	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25438887_10155583264978124_4372100586274343736_o.jpg?oh=88d6d73ca05085607c507ae7e9a2fcb6&oe=5AC0B930	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155583264978124/?type=3	facebook.com	2017-12-15T02:00:00+0000	1513303200	"2017-12-15 03:00:00"	398	110	425	48	583	95	41	54	36	0	395	19	3	1	0	1	0
photo	post_page_9465008123	9465008123_10155583151598124	https://www.facebook.com/9465008123/posts/10155583151598124	"Live now! Best tech gifts to give this holiday season with YouTuber and electronics expert Sean Cannell. Watch and shop the Electronics Gift Guide here: http://amzn.to/2C4ZPeU"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/25299055_10155583151598124_7998831776614614587_n.jpg?oh=530d3593eecad294e32ccc87624125e2&oe=5AB6B3B8	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/25299055_10155583151598124_7998831776614614587_n.jpg?oh=fec434b20df3d074ee9d44e0d95f0d2d&oe=5AB127B5	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155583151598124/?type=3	facebook.com	2017-12-15T01:00:00+0000	1513299600	"2017-12-15 02:00:00"	181	57	197	13	267	44	23	21	16	0	180	9	0	1	1	2	0
photo	post_page_9465008123	9465008123_10155582867213124	https://www.facebook.com/9465008123/posts/10155582867213124	"Ever have FOMO when you re away from your dog? We do! The Furbo Dog Camera lets you check in on your furry friend and toss him a few treats while you re away. Check out more great gift ideas in the Electronics Gift Guide: http://amzn.to/2Ardgol"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/25395743_10155582867213124_2968842199278296012_n.jpg?oh=bbb0309c70cb3cb606d4712726c0130e&oe=5AB5E7F3	https://scontent.xx.fbcdn.net/v/t31.0-8/p720x720/25394740_10155582867213124_2968842199278296012_o.jpg?oh=8af8dea1ea081b9369a1a5f2c92c9360&oe=5AB22A61	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155582867213124/?type=3	facebook.com	2017-12-14T22:41:05+0000	1513291265	"2017-12-14 23:41:05"	1523	2772	1849	930	5551	2725	1846	879	1035	0	1521	137	42	144	0	0	0
photo	post_page_9465008123	9465008123_10155582607578124	https://www.facebook.com/9465008123/posts/10155582607578124	"Live now! Great gifts for the home with vlogger Michelle Pearson. Watch and shop the Home Gift Guide here: http://amzn.to/2B5bSuP"	https://scontent.xx.fbcdn.net/v/t1.0-0/q87/p130x130/25348470_10155582607578124_1691374314098482100_n.jpg?oh=827c375913ea71ccc1742397939eaf62&oe=5AB4B3AE	https://scontent.xx.fbcdn.net/v/t1.0-9/q84/p720x720/25348470_10155582607578124_1691374314098482100_n.jpg?oh=f1f6f87d552dd5e385ac771a3f1c3f27&oe=5ABE9326	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155582607578124/?type=3	facebook.com	2017-12-14T21:00:00+0000	1513285200	"2017-12-14 22:00:00"	125	78	141	5	224	71	20	51	16	0	125	11	1	0	0	0	0
photo	post_page_9465008123	9465008123_10155582144383124	https://www.facebook.com/9465008123/posts/10155582144383124	"Live now! Top holiday gifts for kids with family and toy expert Meredith Plays. Watch and shop the Holiday Toy List here: http://amzn.to/2Bb91Rp"	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/p130x130/25289699_10155582144383124_4669716690368051881_n.jpg?oh=45355ea1ed6824b851ea2aba5ab7290e&oe=5AB9246E	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/25289699_10155582144383124_4669716690368051881_n.jpg?oh=233fec9faefa21dd2343087142c4621e&oe=5AC2A9C2	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155582144383124/?type=3	facebook.com	2017-12-14T17:00:01+0000	1513270801	"2017-12-14 18:00:01"	171	115	190	24	329	102	37	65	47	0	171	6	6	1	0	2	0
photo	post_page_9465008123	9465008123_10155582088678124	https://www.facebook.com/9465008123/posts/10155582088678124	"Today’s kids will be tomorrow’s leaders. That’s why Tech Corps uses Amazon Smile donations to nurture young minds and equip K-12 students like Kasey with technology skills  programs  and resources to prepare them to compete in the global workforce. It’s one more shining story in this #SeasonOfSmiles.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/24862443_1505666049529172_8377231380070459472_n.jpg?oh=852a55bd1b902b69bee74df58ab1dec2&oe=5AD2990D	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/24862443_1505666049529172_8377231380070459472_n.jpg?oh=5f1c2580acdcab95c3382b46f850cf6d&oe=5AFE6D18	https://www.facebook.com/techcorps.national/photos/a.262977590464697.56333.121427104619747/1505666049529172/?type=3	facebook.com	2017-12-14T16:30:15+0000	1513269015	"2017-12-14 17:30:15"	222	36	252	0	288	33	17	16	9	0	219	21	4	0	1	0	0
photo	post_page_9465008123	9465008123_10155580143868124	https://www.facebook.com/9465008123/posts/10155580143868124	"Give the gift of soul-expanding insight this holiday with  The Wisdom of Sundays  #OprahsFavoriteThings http://amzn.to/2iovC1o"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/25158295_10155580143868124_5112875594241225419_n.jpg?oh=ba08fad4a651339f297678e50e4cb9dd&oe=5AB7B99E	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25352243_10155580143868124_5112875594241225419_o.jpg?oh=846f7e999fbbd34c86f915e7da835aaa&oe=5AFE3151	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155580143868124/?type=3	facebook.com	2017-12-13T20:30:01+0000	1513197001	"2017-12-13 21:30:01"	196	169	227	21	417	139	58	81	57	0	196	17	2	8	0	0	0
video	post_page_9465008123	9465008123_10155579801373124	https://www.facebook.com/9465008123/posts/10155579801373124	"For veterans  returning home can lead to its own set of challenges. Today’s #SeasonOfSmiles story shares how Wounded Warrior Project empowers injured service members and their families. We are proud AmazonSmile donations are helping support this important work.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/24507637_10155949582008415_2896506492515516416_n.jpg?oh=5e4c109e9727c18d1578ac810089390d&oe=5AB3DCB6	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/24507637_10155949582008415_2896506492515516416_n.jpg?oh=d28827fe3618f447f2797ac6e94c02db&oe=5ACB8444	https://www.facebook.com/wwp/videos/10155949554483415/	facebook.com	2017-12-13T17:32:41+0000	1513186361	"2017-12-13 18:32:41"	160	50	180	0	230	42	15	27	24	0	159	17	0	0	0	1	0
photo	post_page_9465008123	9465008123_10155578069003124	https://www.facebook.com/9465008123/posts/10155578069003124	"Amazon.com shared Amazon Fire TV s offer."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/25152076_1227749907324653_3016359201911335450_n.jpg?oh=b74b6652a32d27965da157d64b4f4fc0&oe=5ACA80FE	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25073418_1227749907324653_3016359201911335450_o.jpg?oh=2de3084a59441d530b140f21037b200e&oe=5AB92838	https://www.facebook.com/amazonfiretv/photos/a.236925269740460.38881.126339634132358/1227749907324653/?type=3	facebook.com	2017-12-13T00:27:39+0000	1513124859	"2017-12-13 01:27:39"	265	239	304	0	543	219	110	109	73	0	263	17	7	3	1	2	0
photo	post_page_9465008123	9465008123_10155577203003124	https://www.facebook.com/9465008123/posts/10155577203003124	"Last week  we welcomed astronaut Scott Parazynski to Amazon HQ to discuss his new memoir  The Sky Below: A True Story of Summits  Space  and Speed. See the full interview here: http://amzn.to/2C4sK2M #TheSkyBelow"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/24991279_10155577203003124_8895383549400745680_n.jpg?oh=d76e4005244111ac665204a660ec1e97&oe=5AC8AD38	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25352311_10155577203003124_8895383549400745680_o.jpg?oh=4fbb63e299951e04a3592a950d214298&oe=5AB16BC1	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155577203003124/?type=3	facebook.com	2017-12-12T18:00:00+0000	1513101600	"2017-12-12 19:00:00"	193	73	208	9	290	51	25	26	7	0	192	7	1	3	0	0	0
photo	post_page_9465008123	9465008123_10155577101418124	https://www.facebook.com/9465008123/posts/10155577101418124	"What an incredible #SeasonOfSmiles story from Operation Smile! A life-changing surgery for Ramata means she now enjoys her studies and making new friends at school. We are thrilled that our AmazonSmile donations are helping her day-to-day be a bit brighter.  To support your favorite charity (at no cost to you)  shop at smile.amazon.com."	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/24174430_10154938299332111_4873574319424837551_n.jpg?oh=c1b0929b41c1cbc530e7df13cc26873f&oe=5AC6EC26	https://scontent.xx.fbcdn.net/v/t1.0-9/24174430_10154938299332111_4873574319424837551_n.jpg?oh=1eafd4296bb64c04072dd7f2eda84c66&oe=5AC09B81	https://www.facebook.com/operationsmile/photos/a.187705772110.140633.121626482110/10154938299332111/?type=3	facebook.com	2017-12-12T17:37:26+0000	1513100246	"2017-12-12 18:37:26"	4434	140	5469	0	5609	129	113	16	48	0	4419	947	65	6	3	0	0
photo	post_page_9465008123	9465008123_10155576928273124	https://www.facebook.com/9465008123/posts/10155576928273124	"In partnership with National CASA Association  the Toy Industry Foundation will distribute toys to foster kids and their families this holiday season. For a limited time  you can send a gift chosen from the Wish List and help bring joy to foster children: http://amzn.to/2C5lgfR"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/24993233_10155576928273124_1465919327976615600_n.jpg?oh=c7f2a99df189744964d3b59c05306964&oe=5ABA024D	https://scontent.xx.fbcdn.net/v/t31.0-8/p720x720/25299572_10155576928273124_1465919327976615600_o.jpg?oh=b2c67711c89c1144d65ca3bc96fa6801&oe=5ACB187B	https://www.facebook.com/Amazon/photos/a.10150354146103124.344011.9465008123/10155576928273124/?type=3	facebook.com	2017-12-12T16:00:00+0000	1513094400	"2017-12-12 17:00:00"	652	98	778	496	1372	89	45	44	66	0	651	116	1	1	4	1	0
